gvkey,conm,ticker,industry,latest_observed_date,risk_window,pred_risk_5y
008551,PVH CORP,,Apparel,2026-01-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.06419883202761412
066368,VERISIGN INC,,Business Services & Software,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.06417801741044968
313311,CORPORACION INMOBILIARIA VES,,Real Estate,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.06415769048035144
006867,MDU RESOURCES GROUP INC,,Special Trade Contractors,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.06414656538981944
019507,OUTFRONT MEDIA INC,,Holding & Investment Offices,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.06413769945502282
018004,CENTURY COMMUNITIES INC,,Building Construction,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.06408942847629077
026590,FORTIVE CORP,,Instruments & Medical Devices,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.06400185258826241
196268,YELP INC,,Business Services & Software,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.06400185258826241
326688,NVENT ELECTRIC PLC,,Fabricated Metals,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.06385694181080907
036191,CARRIER GLOBAL CORP,,Industrial Machinery & Computers,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.06385694181080907
038916,SOFI TECHNOLOGIES INC,,Non-Depository Credit,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.06381077053956688
187039,ZILLOW GROUP INC,,Business Services & Software,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.06372407360177021
032771,WILLSCOT HOLDINGS CORP,,Real Estate,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.06371149916667491
040092,ARCHER AVIATION INC,,Air Transportation,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.06351303309202194
026749,HERC HOLDINGS INC,,Business Services & Software,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.06350104133598507
025632,KENNEDY-WILSON HOLDINGS INC,,Real Estate,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.06348147518001497
051869,CARIS LIFE SCIENCES INC,,Chemicals & Pharmaceuticals,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.06340052671730519
043862,AMER SPORTS INC,,Apparel,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.06333592038135975
051461,CIRCLE INTERNET GROUP INC,,Business Services & Software,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.06332703919615597
016845,FIRST MERCHANTS CORP,,Banks & Depository Institutions,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.06329729643184692
028194,AVIENT CORP,,Chemicals & Pharmaceuticals,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.06328598016407341
014027,CLEAN HARBORS INC,,"Electric, Gas & Sanitary Services",2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.06328598016407341
060849,FIGMA INC,,Business Services & Software,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.06324223310220986
028113,CRISPR THERAPEUTICS AG,,Chemicals & Pharmaceuticals,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.06321621050592512
001878,AUTODESK INC,,Business Services & Software,2026-01-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.06317514519323594
033435,INSPIRE MEDICAL SYSTEM,,Instruments & Medical Devices,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.06315357433632016
030536,GEO GROUP INC,,Engineering & Management Services,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.0630955707281828
030923,TECHNIPFMC PLC,,Oil & Gas Extraction,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.06309423348284326
039310,VICTORIAS SECRET AND CO,,Apparel Retail,2026-01-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.0630761131644249
051624,COSTAMARE BULKERS HOLDINGS,,Water Transportation,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.06307256517466157
004611,MACY'S INC,,General Merchandise,2026-01-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.06304527551401407
158354,GENWORTH FINANCIAL INC,,Insurance Carriers,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.06303001927444711
028590,BRINKS CO,,Business Services & Software,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.06300357955042273
019440,LADDER CAPITAL CORP,,Holding & Investment Offices,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.0629772087559104
066731,FEDERATED HERMES INC,,Security Brokers & Dealers,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.0628739133477211
004973,ARTHUR J GALLAGHER & CO,,Insurance Agents,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.06279773411806673
040605,BAUSCH & LOMB CORP,,Instruments & Medical Devices,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.06279416400939226
142337,NORTHERN OIL & GAS INC,,Oil & Gas Extraction,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.06278332616202534
015782,PRUDENTIAL PLC,,Insurance Carriers,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.06278228089213371
117829,AURINIA PHARMACEUTICALS INC,,Chemicals & Pharmaceuticals,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.06269897650927306
124042,MANULIFE FINANCIAL CORP,,Insurance Carriers,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.06260501476936042
142460,PEABODY ENERGY CORP,,Coal Mining,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.06259283357067033
117861,DAUCH CORP,,Transportation Equipment,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.062485869484953584
183388,STARWOOD PROPERTY TRUST INC,,Holding & Investment Offices,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.062485869484953584
033487,HUYA INC,,Business Services & Software,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.06230298110749573
175689,ARMSTRONG WORLD INDUSTRIES,,"Stone, Clay & Glass",2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.06228938167914748
038834,LIFESTAN HLTH GRP INC,,Health Services,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.06227112074848264
126423,ONTO INNOVATION INC,,Instruments & Medical Devices,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.062257397547364236
028216,REINSURANCE GROUP AMER INC,,Insurance Carriers,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.062178090354427694
171023,BLACKROCK TCP CAPITAL,,Holding & Investment Offices,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.06217614256311208
184167,FIRST INTERSTATE BANCSYSTEM,,Banks & Depository Institutions,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.062143927742727104
181931,CLEARWATER PAPER CORP,,Paper & Allied Products,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.06210937723517418
022741,CHEMOURS CO,,Chemicals & Pharmaceuticals,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.062108338065445426
038936,MISTER CAR WASH INC,,Auto Repair & Services,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.06209495592629537
017878,RITHM CAPITAL CORP,,Holding & Investment Offices,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.06195988788967952
017306,PENNYMAC FINANCIAL SERVICES,,Non-Depository Credit,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.06195004514884204
036722,ROCKET COS INC,,Non-Depository Credit,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.06191536702681333
014391,TRANSALTA CORP,,"Electric, Gas & Sanitary Services",2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.06191461911657825
039344,NUVALENT INC,,Chemicals & Pharmaceuticals,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.061889817309565845
045167,SOLVENTUM CORP,,Instruments & Medical Devices,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.06174886368680745
021238,VICOR CORP,,Electronic Equipment,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.06169648525537923
026361,RED ROCK RESORTS INC,,Amusement & Recreation,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.06169648525537923
179087,TEEKAY TANKERS LTD,,Water Transportation,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.061671520676463844
166385,GRUPO AEROPORTUARIO DEL PACI,,Air Transportation,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.061623912490904334
018468,PLAINS GP HOLDINGS LP,,Wholesale - Nondurable Goods,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.06152511697728187
043585,HAMILTON INSURANCE GROUP LTD,,Insurance Carriers,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.06148480713600293
023984,CION INVESTMENT CORP,,Holding & Investment Offices,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.061476145160850135
002184,BEST BUY CO INC,,Furniture & Home Stores,2026-01-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.06144050920847803
175955,IPG PHOTONICS CORP,,Electronic Equipment,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.061404881346970794
149318,WYNN RESORTS LTD,,Amusement & Recreation,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.0613398963585496
038265,COURSERA INC,,Educational Services,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.06133926885668188
041916,MINERALYS THERAPEUTICS INC,,Chemicals & Pharmaceuticals,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.06132042831741273
042856,KODIAK GAS SERVICES INC,,Oil & Gas Extraction,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.06117352618603036
038832,MARQETA INC,,Business Services & Software,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.061137460987083614
012441,GARTNER INC,,Engineering & Management Services,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.06110544442199171
162385,WEX INC,,Business Services & Software,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.0610633633332327
163935,GLOBAL PARTNERS LP,,Wholesale - Nondurable Goods,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.06101480475626886
002448,MATERION CORP,,Primary Metals,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.06097214807523414
022460,CRONOS GROUP INC,,Chemicals & Pharmaceuticals,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.060959026764612644
283184,SMURFIT WESTROCK PLC,,Paper & Allied Products,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.06094878187868744
038845,BLUE OWL CAPITAL INC,,Holding & Investment Offices,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.06094878187868744
165264,FIDELITY NATIONAL FINANCIAL,,Insurance Carriers,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.060944157384801655
016832,GLACIER BANCORP INC,,Banks & Depository Institutions,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.06093495751265436
174744,EVERCORE INC,,Security Brokers & Dealers,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.06092879915377125
023753,DORMAN PRODUCTS INC,,Transportation Equipment,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.060890607978217305
006733,BATH & BODY WORKS INC,,Misc Retail,2026-01-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.060838239663280544
175307,DOUGLAS EMMETT INC,,Holding & Investment Offices,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.06083524322602898
026721,BROOKFIELD BUSINESS CORP,,Nonclassifiable,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.060821588872931896
023432,VIRTU FINANCIAL INC,,Security Brokers & Dealers,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.06081256456673145
005643,HILTON WORLDWIDE HOLDINGS,,Hotels & Lodging,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.060801606148015705
178507,MSCI INC,,Security Brokers & Dealers,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.06073835312854499
177227,INSULET CORP,,Instruments & Medical Devices,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.06068938131211325
074725,BILLIONTOONE INC,,Health Services,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.06063669638242573
005518,HASBRO INC,,Misc Manufacturing,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.0606243354966864
152149,MOLINA HEALTHCARE INC,,Insurance Carriers,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.06060632108710706
163946,CF INDUSTRIES HOLDINGS INC,,Chemicals & Pharmaceuticals,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.06059220790630206
294524,LYONDELLBASELL INDUSTRIES,,Chemicals & Pharmaceuticals,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.060574490134604274
001773,ARROW ELECTRONICS INC,,Wholesale - Durable Goods,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.060550551337655634
035030,POSTAL REALTY TRUST INC,,Holding & Investment Offices,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.06052657549735159
033955,ELANCO ANIMAL HLTH INC,,Chemicals & Pharmaceuticals,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.06051735322107561
003107,CLEVELAND-CLIFFS INC,,Primary Metals,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.06048906718788203
041059,ESAB CORP,,Industrial Machinery & Computers,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.06047488189069554
025180,AGCO CORP,,Industrial Machinery & Computers,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.06045972021529451
014418,MGM RESORTS INTERNATIONAL,,Amusement & Recreation,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.06044913932855707
060856,RUBICO INC,,Water Transportation,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.06041863209102303
043288,KLAVIYO INC,,Business Services & Software,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.060397294803988186
020235,DNOW INC,,Wholesale - Durable Goods,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.06039666070137173
018049,F N B CORP/FL,,Banks & Depository Institutions,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.06039666070137173
017195,FIRST FINL BANCORP INC/OH,,Banks & Depository Institutions,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.06039666070137173
003138,COCA COLA CONSOLIDATED INC,,Food & Kindred Products,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.060363647190388295
050770,INFINITY NATURAL RSOURCS INC,,Oil & Gas Extraction,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.06035399792017415
154739,GLADSTONE COMMERCIAL CORP,,Holding & Investment Offices,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.06034768888494
039687,GITLAB INC,,Business Services & Software,2026-01-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.06032180601614527
030075,VERMILION ENERGY INC,,Oil & Gas Extraction,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.06028376042377204
038821,ORGANON & CO,,Chemicals & Pharmaceuticals,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.06026314359623939
164755,CROCS INC,,Rubber & Plastics,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.06024270905181765
178704,ULTA BEAUTY INC,,Misc Retail,2026-01-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.060232865891885014
035714,BEAM THERAPEUTICS INC,,Chemicals & Pharmaceuticals,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.06023113963892683
274536,COSAN SA,,Wholesale - Nondurable Goods,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.06020288730505854
019998,MEDPACE HOLDINGS INC,,Engineering & Management Services,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.060202778107486664
061483,DAVITA INC,,Health Services,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.060202778107486664
014828,OLD REPUBLIC INTL CORP,,Insurance Carriers,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.06019741108175367
004045,DORCHESTER MINERALS  -LP,,Holding & Investment Offices,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.06019373723538592
171007,SERVICENOW INC,,Business Services & Software,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.06018279538257047
162643,QUANTUM COMPUTING INC,,Industrial Machinery & Computers,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.06010919194668531
027187,LIBERTY MEDIA FORMULA ONE,,Amusement & Recreation,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.06008236107300036
041640,MOBILEYE GLOBAL INC,,Business Services & Software,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.06006990989844781
241366,BANCO DE CHILE,,Banks & Depository Institutions,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.05999686832074076
065108,JONES LANG LASALLE INC,,Real Estate,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.05995119740255177
017150,WEBSTER FINANCIAL CORP,,Banks & Depository Institutions,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.05993964786175639
038646,UIPATH INC,,Business Services & Software,2026-01-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.059936985265812835
050678,YUANBAO INC -ADR,,Insurance Agents,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.059913434262853116
004608,FEDERAL SIGNAL CORP,,Transportation Equipment,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.05989266361575574
065609,C H ROBINSON WORLDWIDE INC,,Trucking & Warehousing,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.05988932701293379
164211,SILICON MOTION TECH -ADR,,Electronic Equipment,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.059880691091530026
030218,BANCO SANTANDER-CHILE,,Banks & Depository Institutions,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.05983652083668858
175686,PRIMORIS SERVICES CORP,,Heavy Construction,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.059817423298954966
356128,JOINT STOCK COMPANY KASPI KZ,,Non-Depository Credit,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.05980234702583402
241637,ANHEUSER-BUSCH INBEV,,Food & Kindred Products,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.059790014533791694
006821,LOUISIANA-PACIFIC CORP,,Lumber & Wood,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.05978754902025685
119316,TREX CO INC,,Lumber & Wood,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.059713588352315126
061302,ARCH CAPITAL GROUP LTD,,Insurance Carriers,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.05969878102187067
038092,COUPANG INC,,Misc Retail,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.059672984131611886
021004,LANTHEUS HOLDINGS INC,,Chemicals & Pharmaceuticals,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.0596399164525792
037054,ACADEMY SPO AND OU INC,,Misc Retail,2026-01-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.059638785547576845
186310,HUNTINGTON INGALLS IND INC,,Transportation Equipment,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.0596302549703978
029156,UFP INDUSTRIES INC,,Lumber & Wood,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.059622775588650256
036175,VERTIV HOLDINGS CO,,Electronic Equipment,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.05961912655038759
035065,AVANTOR INC,,Instruments & Medical Devices,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.059615165868308395
061420,POOL CORP,,Wholesale - Durable Goods,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.05959094463614747
141846,ACADIA PHARMACEUTICALS INC,,Chemicals & Pharmaceuticals,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.05959094463614747
009899,AT&T INC,,Telecommunications,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.05959094463614747
003662,CURTISS-WRIGHT CORP,,Transportation Equipment,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.059554981137625876
010614,GLOBE LIFE INC,,Insurance Carriers,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.059553099679760635
036965,GRAB HOLDINGS LIMITED,,Trucking & Warehousing,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.05951272344682366
011842,ASSOCIATED BANC-CORP,,Banks & Depository Institutions,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.05951272344682366
028323,ACADIA REALTY TRUST,,Holding & Investment Offices,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.05951272344682366
026367,BLOCK INC,,Business Services & Software,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.05950923848431557
021833,HESS MIDSTREAM LP,,Oil & Gas Extraction,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.05948780137114227
064997,COMFORT SYSTEMS USA INC,,Special Trade Contractors,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.05948373453866225
039997,NU HOLDINGS LTD,,Banks & Depository Institutions,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.05947467874502763
164633,HOME BANCSHARES INC,,Banks & Depository Institutions,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.05946748915011994
045220,VIKING HOLDINGS LTD,,Water Transportation,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.059454821748659015
037848,TERNS PHARMACEUTIC INC,,Chemicals & Pharmaceuticals,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.05944893329869956
036474,ROYALTY PHARMA PLC,,Chemicals & Pharmaceuticals,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.05944603385869414
162870,BRP INC,,,2026-01-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.05942590667400509
016384,VOYA FINANCIAL INC,,Insurance Carriers,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.05940951289376244
024638,TRANSUNION,,Business Services & Software,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.05940140209859237
023556,COMMUNITY HEALTHCARE TRUST,,Holding & Investment Offices,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.05939019394572824
