gvkey,conm,ticker,industry,latest_observed_date,risk_horizon,pred_risk_2026
039740,JASPER THERAPEUTICS INC,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.1296888142824173
038445,PSQ HOLDINGS INC,,Business Services & Software,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.12688207551836966
043386,PMGC HOLDINGS INC,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.12548734620213509
035288,REALREAL INC (THE),,Business Services & Software,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.12523024305701255
163965,CYTOSORBENTS CORP,,Instruments & Medical Devices,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.12475090101361275
026873,MOLECULIN BIOTECH INC,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.12458656206727028
018930,KARYOPHARM THERAPEUTICS INC,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.12438604831695557
166491,IGC PHARMA INC,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.12437939196825028
032846,PROCESSA PHARMACEUTICALS INC,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.12380404844880104
033697,UXIN LIMITED,,Business Services & Software,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.12341746129095554
146659,ABUNDIA GLOBAL IMPACT GRP IN,,Oil & Gas Extraction,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.12304940298199654
039712,VICARIOUS SURGICAL INC,,Instruments & Medical Devices,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.1210071712732315
349972,INDAPTUS THERAPEUTICS INC,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.12058474645018577
039156,TORRID HOLDINGS INC,,Misc Retail,2026-01-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.11969857811927795
041569,PARAZERO TECHNOLOGIES LTD,,Instruments & Medical Devices,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.11958424746990204
018398,BEELINE HOLDINGS INC,,Food & Kindred Products,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.11952339038252831
041132,MAIA BIOTECHNOLOGY INC,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.11918845102190971
017727,EKSO BIONICS HOLDINGS INC,,Instruments & Medical Devices,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.11898109689354897
038198,CHARGEPOINT HOLDINGS INC,,Auto Repair & Services,2026-01-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.11861941739916801
036535,STABLEX TECHNOLOGIES INC,,Transportation Equipment,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.11850513890385628
050435,BRAG HOUSE HOLDINGS INC,,Business Services & Software,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.11801056265830993
034469,SERINA THERAPEUTICS INC,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.11755267456173897
035403,CNS PHARMACEUTICALS INC,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.11636546775698661
037896,RYTHM INC,,Food & Kindred Products,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.11628875136375427
286396,EVOGENE LTD,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.11539460718631744
042339,KODIAK AI INC,,,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.11516561917960644
032233,DARE BIOSCIENCE INC,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.11494212150573731
036140,PASSAGE BIO INC,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.11450260058045388
022604,ASCENDIS PHARMA AS,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.1141547754406929
023226,INUVO INC,,Business Services & Software,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.11317131519317628
038491,KALTURA INC,,Business Services & Software,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.11291121244430542
183799,FLUENT INC,,Engineering & Management Services,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.11238606795668601
036557,SYSTEM1 INC,,Business Services & Software,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.11125845387578011
036084,FATHOM HOLDINGS INC,,Real Estate,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.11093476042151451
040460,PERASO INC,,Electronic Equipment,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.11005852110683918
029332,PARKERVISION INC,,Electronic Equipment,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.10965914204716683
040536,NEXALIN TECHNOLOGY INC,,Instruments & Medical Devices,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.10946618616580964
010938,US ENERGY CORP,,Oil & Gas Extraction,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.1091686449944973
020644,GOPRO INC,,Instruments & Medical Devices,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.10898721292614937
015201,ELECTRA BATTERY MATERIALS CO,,,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.10880820602178573
036500,PRESIDIO PROPERTY TRUST INC,,Holding & Investment Offices,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.10846613496541976
039381,LANZATECH GLOBAL INC,,"Electric, Gas & Sanitary Services",2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.10841131433844567
036704,ALX ONCOLOGY HOLDI INC,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.10460370518267155
176378,REEDS INC,,Food & Kindred Products,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.10413805916905403
278308,MDXHEALTH SA,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.10318119674921036
030220,SYPRIS SOLUTIONS INC,,Transportation Equipment,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.1019368126988411
036635,GOHEALTH INC,,Insurance Agents,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.10160470344126224
032919,EVOLUS INC,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.101421058177948
019042,SOLAI LTD  -ADR,,Business Services & Software,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.10075006708502769
112030,CUMULUS MEDIA INC,,Telecommunications,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.10009724795818328
291758,PURPLE BIOTECH LTD,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0996951587498188
039454,BLAIZE HOLDINGS INC,,Electronic Equipment,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.09965602047741413
187575,TILLY'S INC,,Apparel Retail,2026-01-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.09889993257820606
003691,GT BIOPHARMA INC,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.09871081672608853
150221,GALECTIN THERAPEUTICS INC,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.09766877703368664
050708,TOPPOINT HOLDINGS INC,,Trucking & Warehousing,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0974560908973217
038625,WEREWOLF THERAPTCS INC,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.09741037413477897
063952,INNOVATE CORP,,Fabricated Metals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.09715673699975014
027338,APTEVO THERAPEUTICS INC,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.09672943279147148
037820,ECARX HOLDINGS INC,,Transportation Equipment,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.09666636809706688
037786,BOLT BIOTHRPTCS INC,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.09653212800621987
040236,TENON MEDICAL INC,,Instruments & Medical Devices,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0958588108420372
037526,CXAPP INC,,Business Services & Software,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.09557354673743249
036014,METAVIA INC,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.09503472074866295
016972,SPHERE 3D CORP,,Business Services & Software,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.09465476423501969
040849,EXPION360 INC,,Electronic Equipment,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.09447431415319443
032254,GENPREX INC,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.09444635547697544
064645,BIO-KEY INTERNATIONAL INC,,Instruments & Medical Devices,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0942142814397812
176035,NETLIST INC,,Electronic Equipment,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.09413466937839984
021824,STREAMEX CORP,,Instruments & Medical Devices,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.09363892041146755
129466,AGENUS INC,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.09312877058982849
021967,POLYPID LTD,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.09220739975571632
043211,REALPHA TECH CORP,,Real Estate,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.09203453138470649
141469,HARVARD BIOSCIENCE INC,,Instruments & Medical Devices,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.09149266630411149
031507,NINE ENERGY SERVICE INC,,Oil & Gas Extraction,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.090715591609478
021421,VIVANI MEDICAL INC,,Instruments & Medical Devices,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.09066291227936744
074793,GLOO HOLDINGS INC,,Business Services & Software,2026-01-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.08980383034795522
186109,CONTANGO SILVER & GOLD INC,,Metal Mining,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0892788827419281
185624,SPIRIT AVIATION HOLDINGS INC,,Air Transportation,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.08901163702830672
012964,CADIZ INC,,"Electric, Gas & Sanitary Services",2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.08863208368420601
039992,NEXTNAV INC,,Business Services & Software,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.08768194802105427
186974,CELLECTAR BIOSCIENCES INC,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0875962994992733
291881,CAN-FITE BIOPHARMA LTD,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.08728969246149063
023001,AUTHID INC,,Business Services & Software,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.08705252781510353
061285,FG NEXUS INC,,Instruments & Medical Devices,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.08669561445713043
066697,INOVIO PHARMACEUTICALS INC,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.08649146519601345
039703,NERDY INC,,Educational Services,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.08591716177761555
024901,LM FUNDING AMERICA INC,,Business Services & Software,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.08585575073957444
042893,PELTHOS THERAPEUTICS INC,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.08491756394505501
034578,GOSSAMER BIO INC,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0844781830906868
039627,FGI INDUSTRIES LTD,,Wholesale - Durable Goods,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.08446410372853279
036603,SOLARIS RESOURCES INC,,Metal Mining,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.08431368321180344
033743,AQUESTIVE THERAPETC INC,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.08425917401909828
027354,CARTESIAN THERAPEUTICS INC,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.08416122645139694
039728,LUCID DIAGNOSTICS INC,,Instruments & Medical Devices,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.08387042954564095
107843,MARKER THERAPEUTICS INC,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.08298609703779221
043756,ITONIC HOLDINGS LTD,,Business Services & Software,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.08232356272637845
074783,APTERA MOTORS CORP,,Transportation Equipment,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.08210876174271106
035090,NEXTCURE INC,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.08209192864596844
030614,ENERGY FOCUS INC,,Electronic Equipment,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.08131658211350441
024422,AQUA METALS INC,,"Electric, Gas & Sanitary Services",2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0812696810811758
032861,HYPERION DEFI INC,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0812291618436575
034580,MMTEC INC,,Security Brokers & Dealers,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.08117228969931603
296810,ICECURE MEDICAL LTD,,Instruments & Medical Devices,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.08104810863733292
035009,GREENLANE HOLDINGS INC,,Wholesale - Durable Goods,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0807124949991703
025302,INTRUSION INC,,Business Services & Software,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.08046538382768631
017754,AUDIOEYE INC,,Business Services & Software,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.08046224899590015
034942,PDS BIOTECHNOLOGY CORP,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.08042013570666313
038082,COEPTIS THERAPEUTIC HOLD INC,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0797014869749546
035019,WORKSPORT LTD,,Transportation Equipment,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.07962931580841541
024506,PULMATRIX INC,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.07870768420398236
039417,SURROZEN INC,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.07812249884009362
339950,NYXOAH S A,,Instruments & Medical Devices,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.07799719162285328
045712,FUNCTIONAL BRANDS INC,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.07712375409901143
039926,CARDIO DIAGNOSTICS HOLDI INC,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.07692492045462132
043888,FRACTYL HEALTH INC,,Instruments & Medical Devices,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.07689731419086457
037191,FISCALNOTE HOLDINGS INC,,Business Services & Software,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.07623565867543221
039231,WHEELS UP EXPERIENCE INC,,Air Transportation,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.07612927444279194
038029,BRC INC,,Food & Kindred Products,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.07601448148488998
019712,OXBRIDGE RE HOLDINGS LTD,,Insurance Carriers,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.07599065080285072
039805,ARTERIS INC,,Business Services & Software,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0759824700653553
039342,BIOFRONTERA INC,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.07563583552837372
038592,FLYEXCLUSIVE INC,,Air Transportation,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.07512195035815239
039784,VELO3D INC,,Industrial Machinery & Computers,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.07457085996866226
038075,ZEROSTACK CORP,,Wholesale - Nondurable Goods,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.07430780008435249
034103,APTORUM GROUP LIMITED,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.07274822071194649
065036,QUICKLOGIC CORP,,Electronic Equipment,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.07261491157114505
039411,RENOVORX INC,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.07258932292461395
074422,TURN THERAPEUTICS INC,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.07254675701260567
033779,ESTABLISHMNT LBS HLDNG,,Instruments & Medical Devices,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.07239589132368565
034566,HOTH THERAPEUTICS INC,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0722032368183136
037687,GOGORO INC,,Transportation Equipment,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.07214199677109719
062168,IRIDEX CORP,,Instruments & Medical Devices,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.07178055122494698
039472,XOS INC,,Transportation Equipment,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.07176721319556237
016009,SPORTSMANS WAREHOUSE HLDGS,,Misc Retail,2026-01-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.07131985276937484
051858,CAPSOVISION INC,,Instruments & Medical Devices,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.07113695833832026
177228,STABLECOIN DEVELOPMENT CORP,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.07104110494256019
045391,SAMFINE CREATION HLD GRP LTD,,Printing & Publishing,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.06996400281786919
074746,OFF THE HOOK YS INC,,Wholesale - Durable Goods,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0699126748368144
166087,AIR INDUSTRIES GROUP INC,,Transportation Equipment,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.06929167918860912
