gvkey,conm,latest_observed_date,risk_window,pred_risk_next_12m
010685,TRANSCAT INC,2025-03-31,Apr 2026 → Apr 2027 (approx),0.00045215138
065500,NORDIC AMERICAN TANKERS LTD,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0004521497
266160,CITIZENS COMMUNITY BANCORP,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00045100183
133764,EAGLE BANCORP MONTANA INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00045041498
016714,DONEGAL GROUP INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.000447894
024599,SPYRE THERAPEUTICS INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00044770213
175307,DOUGLAS EMMETT INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00044722485
034443,DOW INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00044709162
033766,ARLO TECHNOLOGIES INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0004456292
033948,GALAXY DIGITAL INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00044421921
111819,ORRSTOWN FINANCIAL SVCS INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0004440778
121440,UNITED THERAPEUTICS CORP,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00044385184
033161,SUNLANDS TECHNOLOGY GROUP,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00044375152
061004,ACACIA RESEARCH CORP,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0004427873
004809,FLOWERS FOODS INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0004416632
022035,CORBUS PHARMACEUTICALS HLDGS,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00044031427
045265,LOAR HOLDINGS INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00044010064
039750,RIDGEPOST CAPITAL INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00043929275
045685,ANBIO BIOTECHNOLOGY,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00043916423
003734,DANA INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.000438549
029760,KIMBELL ROYALTY PARTNERS LP,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00043839272
150562,NATURAL GAS SERVICES GROUP,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0004383783
036775,ABACUS GLOBAL MANAGEMENT INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0004380606
184258,DOUGLAS DYNAMICS INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00043769518
165262,DHT HOLDINGS INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00043754434
007685,NAPCO SECURITY TECH INC,2025-06-30,Apr 2026 → Apr 2027 (approx),0.00043688877
179738,ENERGY RECOVERY INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00043515864
001659,ANDERSONS INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00043510846
019908,FIVE9 INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00043501743
037076,BENTLEY SYSTEMS INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0004345994
061519,MATIV HOLDINGS INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00043416215
035957,TRIPLE FLAG PRECIOUS METALS,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00043390502
176021,ALLOT LTD,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0004336069
019137,OHIO VALLEY BANC CORP,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00043348476
161072,COMSTOCK HOLDING COS INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00043283566
050999,KESTRA MEDICAL TECHNOLOG LTD,2025-04-30,Apr 2026 → Apr 2027 (approx),0.0004318622
011191,VISHAY INTERTECHNOLOGY INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00043171854
008219,OXFORD INDUSTRIES INC,2026-01-31,Apr 2026 → Apr 2027 (approx),0.00043124575
006737,LINCOLN ELECTRIC HLDGS INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0004312001
035642,PENNANT GROUP INC (THE),2025-12-31,Apr 2026 → Apr 2027 (approx),0.0004310729
038488,COMPASS INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00043026332
011781,OVINTIV INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00043011465
006528,LSB INDUSTRIES INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0004300052
066871,HILLMAN SOLUTIONS CORP,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00042982982
249158,GOLAR LNG LTD,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00042938543
264265,ALNYLAM PHARMACEUTICALS INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0004293226
348784,TAMBORAN RESOURCES CORP,2025-06-30,Apr 2026 → Apr 2027 (approx),0.00042895222
174134,PTC THERAPEUTICS INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00042868505
039063,LENZ THERAPEUTICS INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00042860868
024620,RYMAN HOSPITALITY PPTYS INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0004281976
040470,AMYLYX PHARMACEUTICALS INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0004280862
035653,BIONTECH SE,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00042702915
018745,ESSENT GROUP LTD,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00042670628
138781,COMPUGEN LTD,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00042665115
006994,MANITOWOC CO,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00042597184
022410,INDIVIOR PHARMACEUTICALS INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00042468312
015668,ORIX CORP,2025-03-31,Apr 2026 → Apr 2027 (approx),0.0004243628
175654,WILLDAN GROUP INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00042398862
204867,WIPRO LTD,2025-03-31,Apr 2026 → Apr 2027 (approx),0.0004237159
032154,JBG SMITH PPTYS,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00042244262
035824,NUTEX HEALTH INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0004224076
107098,FORTUNA MINING CORP,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0004221749
042033,ATMUS FILTRATION TECHNLS INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0004218728
028733,EQUITY RESIDENTIAL,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00042150996
165743,STAR BULK CARRIERS CORP,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00042078414
005581,HELMERICH & PAYNE,2025-09-30,Apr 2026 → Apr 2027 (approx),0.00041994322
032541,CARGURUS INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00041941233
013824,FAIR ISAAC CORP,2025-09-30,Apr 2026 → Apr 2027 (approx),0.0004184433
162825,HOME FEDERAL BANCORP INC/LA,2025-06-30,Apr 2026 → Apr 2027 (approx),0.00041831867
060722,SHOULDER INNOVATIONS INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00041825866
260751,BANK OF NT BUTTERFIELD & SON,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0004173112
002448,MATERION CORP,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0004172191
021901,KYNTRA BIO INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00041659296
185824,BANKUNITED INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00041654354
001678,APA CORP,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00041621388
018293,CLEARWAY ENERGY INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0004159596
033631,KEZAR LIFE SCIENCES,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00041531556
186989,MARATHON PETROLEUM CORP,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00041498098
185821,HORIZON TECHNOLOGY FINANCE,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0004149588
021032,VIKING THERAPEUTICS INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0004143655
010840,UNIFIRST CORP,2025-08-31,Apr 2026 → Apr 2027 (approx),0.00041414076
001690,APPLE INC,2025-09-30,Apr 2026 → Apr 2027 (approx),0.00041314278
316726,BW LPG LTD,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00041291068
161023,BAYCOM CORP,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00041236996
009849,AMERICAN STATES WATER CO,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00041155922
020235,DNOW INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00041088852
061574,WATERS CORP,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00040846813
016486,BOISE CASCADE CO,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00040822563
037623,RUSH STREET INTERACTIVE INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00040763762
157955,ASSURED GUARANTY LTD,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0004075607
008644,KINROSS GOLD CORP,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00040606395
034953,PALOMAR HOLDINGS INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00040469013
162925,ACRES COMMERCIAL REALTY CORP,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00040434656
030536,GEO GROUP INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00040404216
051424,ENIGMATIG LTD,2025-09-30,Apr 2026 → Apr 2027 (approx),0.0004036647
031368,HANMI FINANCIAL CORP,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00040319742
022672,SHAKE SHACK INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00040207375
063725,WEST BANCORPORATION INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00040190935
017454,KNOT OFFSHORE PRTNRS LP,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0004015733
019873,WASHINGTON TR BANCORP INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0004011725
036473,AVIDITY BIOSCIENCE INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00040102453
026768,SSR MINING INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00040085864
037240,MOONLAKE IMMUNOTHERAPEUTICS,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00040061912
051624,COSTAMARE BULKERS HOLDINGS,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00040006897
025283,KOHL'S CORP,2026-01-31,Apr 2026 → Apr 2027 (approx),0.00039957406
043316,MAPLEBEAR INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00039952758
166430,USBC INC,2025-09-30,Apr 2026 → Apr 2027 (approx),0.00039938308
165284,FIRST BUSINESS FINL SRV INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00039861133
039935,MIRION TECHNOLOGIES INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0003980364
041111,DAKOTA GOLD CORP,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00039801784
016668,ARROW FINANCIAL CORP,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00039723678
016149,OFS CAPITAL CORP,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00039720195
038125,HAYWARD HOLDINGS INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00039683635
005783,HUNT (JB) TRANSPRT SVCS INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0003963318
174280,WESTERN COPPER AND GOLD CORP,2025-12-31,Apr 2026 → Apr 2027 (approx),0.000396315
039453,PROCEPT BIOROBTCS CORP,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00039583756
154511,CENTRAL BANCOMPANY,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0003956606
022853,RITHM PROPERTY TRUST INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00039520676
121713,FINANCIAL INSTITUTIONS INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0003951278
029206,FORWARD AIR CORP,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00039425775
041835,MASTERBRAND INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0003939476
015087,LIFEWAY FOODS INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0003938937
062575,FFD FINANCIAL CORP,2025-06-30,Apr 2026 → Apr 2027 (approx),0.0003937071
018358,FIRST UNITED CORP,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0003934383
009728,MCEWEN INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0003934216
036949,COGENT BIOSCIENCES INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00039335882
064929,SIMULATIONS PLUS INC,2025-08-31,Apr 2026 → Apr 2027 (approx),0.00039293172
037364,COMPASS THERAPEUTICS INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00039145432
061034,TEEKAY CORPORATION LTD,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00039144332
016549,SERVISFIRST BANCSHARES INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0003911367
063224,COMMUNITY WEST BANCSHARES,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00039048918
027803,DONNELLEY FINANCIAL SOLTNS,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00039005242
063927,UNITED NATURAL FOODS INC,2025-07-31,Apr 2026 → Apr 2027 (approx),0.00038960742
062337,IAMGOLD CORP,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00038949843
062979,SOUTHSIDE BANCSHARES INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00038886213
025747,LITTELFUSE INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00038859068
145977,ADVANCE AUTO PARTS INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00038813511
061055,AUBURN NATIONAL BANCORP,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00038798383
015580,BANK OF MONTREAL,2025-10-31,Apr 2026 → Apr 2027 (approx),0.00038785327
315629,CHIPMOS TECHNOLOGIES INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00038774568
009919,AEBI SCHMIDT HOLDING AG,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00038708793
033195,HUT 8 CORP,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00038651712
179060,B2GOLD CORP,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00038575733
171141,FIVE BELOW INC,2026-01-31,Apr 2026 → Apr 2027 (approx),0.00038568472
065376,SIGA TECHNOLOGIES INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0003852548
029150,URBAN OUTFITTERS INC,2026-01-31,Apr 2026 → Apr 2027 (approx),0.0003848158
043585,HAMILTON INSURANCE GROUP LTD,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00038462816
063058,SB FINANCIAL GROUP INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00038443957
045151,CONTINEUM THERAPEUTICS INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00038408075
030260,SIMPSON MANUFACTURING INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0003839671
035035,KONTOOR BRANDS INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00038367583
146140,PIEDMONT OFFICE REALTY TRUST,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0003835952
003505,MOLSON COORS BEVERAGE CO,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0003834239
007762,NATIONAL PRESTO INDS INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0003830739
021002,CYBERARK SOFTWARE LTD,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00038306022
020018,ALDEYRA THERAPEUTICS INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00038202506
151544,PARKE BANCORP INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0003814037
038022,SYMBOTIC INC,2025-09-30,Apr 2026 → Apr 2027 (approx),0.00038134426
039787,CONSENSUS CLOUD SOLUTION INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.000379884
065702,CASELLA WASTE SYS INC  -CL A,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00037871551
032580,VICI PROPERTIES INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00037857564
035078,RED RIVER BANCSHARES INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00037848382
001186,AGNICO EAGLE MINES LTD,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00037837357
035794,SITIME CORP,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0003781731
109599,HERITAGE COMMERCE CORP,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00037734988
366911,AMRIZE LTD,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00037733186
039041,DT MIDSTREAM INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00037675066
074449,FERMI INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00037594824
027810,LIVANOVA PLC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00037557015
039791,ROIVANT SCIENCES LTD,2025-03-31,Apr 2026 → Apr 2027 (approx),0.00037509247
039271,CLIMB BIO INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0003747831
004322,EMERSON RADIO CORP,2025-03-31,Apr 2026 → Apr 2027 (approx),0.0003744333
041995,HESAI GROUP,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00037404016
141846,ACADIA PHARMACEUTICALS INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00037398684
115960,VIRGINIA NATIONAL BANKSHARES,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00037250185
180081,SPROTT INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0003716399
064302,INSPERITY INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00037139322
036153,OUTDOOR HOLDING CO,2025-03-31,Apr 2026 → Apr 2027 (approx),0.00037094366
039376,CATALYST BANCORP INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00037051426
016608,WHITEHORSE FINANCE INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00037025916
160888,MONOLITHIC POWER SYSTEMS INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0003701681
062262,FORWARD INDUSTRIES INC,2025-09-30,Apr 2026 → Apr 2027 (approx),0.00036900293
014225,FASTENAL CO,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00036875973
290977,BRAINSWAY LTD,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00036852146
157153,COMPASS MINERALS INTL INC,2025-09-30,Apr 2026 → Apr 2027 (approx),0.0003675128
032665,MERIDIAN CORP,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00036738304
039225,LEGALZOOM.COM INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0003670046
004990,GAP INC,2026-01-31,Apr 2026 → Apr 2027 (approx),0.0003660118
029670,RAMACO RESOURCES INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00036527368
034941,TARGET HOSPITALITY CORP,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00036507176
018182,FIDELITY D & D BANCORP INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0003650481
037407,MP MATERIALS CORP,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00036484023
051119,MNTN INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00036377713
036726,VITAL FARMS INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00036347623
026305,LAUREATE EDUCATION INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00036293676
031895,BAR HARBOR BANKSHARES,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00036273286
016745,PROTHENA CORPORATION PLC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00036208902
021237,TETRA TECHNOLOGIES INC/DE,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0003606961
039503,ROCKET LAB CORP,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00036048915
026147,PENUMBRA INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00035986665
031109,ANTERO MIDSTREAM CORP,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00035930102
030004,INVITATION HOMES INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0003592688
006512,KYOCERA CORP,2025-03-31,Apr 2026 → Apr 2027 (approx),0.00035887907
045723,VENTURE GLOBAL INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00035827144
062501,SUBURBAN PROPANE PRTNRS  -LP,2025-09-30,Apr 2026 → Apr 2027 (approx),0.00035766658
026071,FIRST CMNTY BANCSHARES INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00035695411
006617,DISTRIBUTION SOLUTIO GRO INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00035670717
165630,SUMMIT STATE BANK,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00035629017
136844,BANK OF THE JAMES FINANCIAL,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00035608167
045327,BOWHEAD SPECIALTY HOLDGS INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0003556925
041050,EMBECTA CORP,2025-09-30,Apr 2026 → Apr 2027 (approx),0.0003555464
051380,STUBHUB HOLDINGS INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00035488248
174282,ENERGY SERVICES OF AMER CORP,2025-09-30,Apr 2026 → Apr 2027 (approx),0.0003548436
029135,BAYTEX ENERGY CORP,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00035415767
007368,MIDDLESEX WATER CO,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00035415264
011745,QUALYS INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00035336736
064175,LITHIA MOTORS INC  -CL A,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00035310333
180229,MISTRAS GROUP INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00035282335
040593,GAMEHAUS HOLDINGS INC,2025-06-30,Apr 2026 → Apr 2027 (approx),0.00035265085
029994,FIRST MID BANCSHARES INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0003523667
041420,M-TRON INDUSTRIES INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00035208566
008060,NEWTEKONE INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0003514738
032253,PONCE FINANCIAL GROUP INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0003513711
038598,AST SPACEMOBILE INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0003510552
030877,COVENANT LOGISTICS GROUP INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00035034222
266214,COHEN & STEERS INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0003503282
036052,BLACK DIAMOND THERAPEUTICS,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00035005575
035627,PELOTON INTERACTIVE INC,2025-06-30,Apr 2026 → Apr 2027 (approx),0.00034963034
039820,ARHAUS INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00034889317
001949,BRT APARTMENTS CORP,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0003481735
005788,HURCO COS INC,2025-10-31,Apr 2026 → Apr 2027 (approx),0.00034684382
190856,TONIX PHARMACEUTICALS HLDG,2025-12-31,Apr 2026 → Apr 2027 (approx),0.000346762
174077,COMMVAULT SYSTEMS INC,2025-03-31,Apr 2026 → Apr 2027 (approx),0.00034620805
038027,DISC MEDICINE INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00034602048
007228,MEDTRONIC PLC,2025-04-30,Apr 2026 → Apr 2027 (approx),0.00034597397
013071,RADNET INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00034573508
036600,VAXCYTE INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00034569865
010198,SUPERIOR GROUP OF COS INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0003456105
029466,FIRST BANCSHARES INC/MO,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00034533846
040605,BAUSCH & LOMB CORP,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00034476985
022975,FIRST NORTHWEST BANCRP,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00034362072
033037,ZSCALER INC,2025-07-31,Apr 2026 → Apr 2027 (approx),0.00034209478
050770,INFINITY NATURAL RSOURCS INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00034172888
151423,NEPHROS INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00034130854
182309,ORUKA THERAPEUTICS INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00034111892
035852,ADAPTHEALTH CORP,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00034088222
045775,SMITHFIELD FOODS INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00034058484
019927,MOELIS & CO,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00034053874
039198,ERASCA INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00034048324
156861,SOMNIGROUP INTERNATIONAL INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0003399432
356859,TIC SOLUTIONS INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00033948978
061163,SUNSTONE HOTEL INVESTORS INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0003386277
032348,KRYSTAL BIOTECH INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0003375386
010902,UNITED-GUARDIAN INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0003374088
019661,TOYOTA MOTOR CORP,2025-03-31,Apr 2026 → Apr 2027 (approx),0.00033720507
039263,FINWISE BANCORP,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00033635084
186139,CVR PARTNERS LP,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00033628737
063643,ABERCROMBIE & FITCH  -CL A,2026-01-31,Apr 2026 → Apr 2027 (approx),0.00033559094
186363,RLJ LODGING TRUST,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00033536565
106112,NEW GOLD INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0003346137
160779,CENTERRA GOLD INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00033454894
111940,FIRST BANCORP INC/ME,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00033439777
020961,ANTERIX INC,2025-03-31,Apr 2026 → Apr 2027 (approx),0.00033434646
024379,MGIC INVESTMENT CORP/WI,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00033328542
333070,SEZZLE INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00033280347
149177,NEXSTAR MEDIA GROUP,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00033246446
038790,SAGIMET BIOSCIENCES INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00033183084
009818,SONY GROUP CORPORATION,2025-03-31,Apr 2026 → Apr 2027 (approx),0.00033086198
110179,VENTAS INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00033058674
043837,ALTO NEUROSCIENCE INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.000330307
002960,CHEMED CORP,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0003302758
001075,PINNACLE WEST CAPITAL CORP,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00033000577
164395,OP BANCORP,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0003297262
014229,TAT TECHNOLOGIES LTD,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00032929392
038711,PALISADE BIO INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0003292437
